"CARRIER","CARRIER_NAME","START_DATE_SOURCE","THRU_DATE_SOURCE",
"OIZ","Corporate Air Inc.",1960-01-01,2002-09-30,
"OJ","Fly Jamaica Airways Limited",2012-12-01,,
"OK","Czech Airlines",1999-09-01,,
"OK","Czechoslovak Airlines",1981-07-01,1992-12-31,
"OK","Czechoslovak Airlines",1993-01-01,1999-08-31,
"OMH","Omniflight Helicopters",1986-03-01,2002-09-30,
"OMI","Omniflight Airways",1985-06-01,2002-09-30,
"OMK","Omak Aviation Airlines",1960-01-01,2002-09-30,
"OMN","Omni Pacific Airline",1960-01-01,2002-09-30,
"OMQ","Quassar De Mexico",1993-07-01,1995-02-28,
"ON","Air Nauru",1981-07-01,2001-08-31,
"ONQ","Nunasi-Central Airlines Ltd.",1981-07-01,1989-12-31,
"OO","SkyWest Airlines Inc.",2003-01-01,2005-12-31,
"OO","SkyWest Airlines Inc.",2006-01-01,,
"OOZ","Sun Aire Lines",1960-01-01,2002-09-30,
"OP","Air Panama Internacional",1981-07-01,1994-01-31,
"OP","Flying Boat Inc.",2002-10-01,2005-12-31,
"OP","Pan American World Airways",1996-09-01,1997-03-31,
"OPQ","Orion Air",1987-01-01,1989-12-31,
"OQ","Royale Airlines Inc.",1984-03-01,1984-12-31,
"ORI","Orion Air Inc.",1960-01-01,1991-12-31,
"OR","TUI Airlines Nederland B.V.",2006-01-01,,
"OS","Austrian Airlines",1989-06-01,,
"OTT","Otter Air",1985-09-01,2002-09-30,
"OV","Aeromaritime",1991-04-01,1991-10-31,
"OW","Executive Airlines",1999-10-01,2013-03-31,
"OWQ","Ontario Worldair Limited",1981-07-01,1989-12-31,
"OWS","Air Kentucky Air Lines",1960-01-01,2002-09-30,
"OZA","Ozark Air Lines Inc.",1999-10-01,2002-09-30,
"OZA","Ozark Air Lines Inc.",2002-10-01,2003-03-31,
"OZ","Asiana Airlines Inc.",1991-11-01,,
"OZ","Ozark Air Lines Inc.",1960-01-01,1986-09-30,
"P3","Cargologicair Limited",2016-11-01,,
"P9","Pro Air Inc.",1997-07-01,1999-12-31,
"P9","Pro Air Inc.",2000-01-01,2000-09-30,
"PA","Florida Coastal Airlines",2003-06-01,2005-12-31,
"PAF","Pathfinder Aviation",2020-07-01,,
"PAI","Permian Airways Inc.",1960-01-01,2002-09-30,
"PAM","Boston-Maine Airways",2001-04-01,2002-05-31,
"PAM","Boston-Maine Airways",2002-06-01,2003-03-31,
"PA","Pan American World Airways",1960-01-01,1991-12-31,
"PA","Pan American World Airways",1997-04-01,1998-06-30,
"PA","Pan American World Airways",1998-07-01,1999-09-30,
"PAQ","Patriot Airlines Inc.",1992-04-01,1994-12-31,
"PAT","Panorama Air Tours",1983-09-01,2002-09-30,
"PAV","Pacific Island Aviation",1992-03-01,2002-09-30,
"PBA","Provincetown Boston",1960-01-01,2002-09-30,
"PBQ","Privatair",2001-03-01,,
"PCA","Piasa Commuter Airlines",1960-01-01,2002-09-30,
"PCL","Pacific Cal Air",1982-12-01,2002-09-30,
"PCQ","Pace Airlines",1996-04-01,2002-12-31,
"PCQ","Pace Airlines",2003-01-01,2009-09-30,
"PCR","Pacair",1988-07-01,2002-09-30,
"PDA","Trans Southern Airways",1960-01-01,2002-09-30,
"PD","Pem-Air Limited",1981-07-01,1989-12-31,
"PD","Porter Airlines, Inc.",2008-03-01,,
"PDQ","Antigua Paradise Airways",1994-07-01,1997-06-30,
"PE","Air Europe S.P.A.",1993-08-01,2001-12-31,
"PEA","Pearson Aircraft",1960-01-01,2002-09-30,
"PE","People Express Airlines Inc.",1981-04-01,1986-12-31,
"PEQ","Prince Edward Air",2004-02-01,2010-10-31,
"PEQ","SkyLink Express Inc.",2010-11-01,,
"PER","Air Pennsylvania",1960-01-01,2002-09-30,
"PET","Petro Aviation Corp.",1960-01-01,2002-09-30,
"PFA","Pacificair",1994-09-01,2002-09-30,
"PF","Primera Air Scandinavia",2018-04-01,,
"PFQ","Asia Pacific",1999-04-01,2009-12-31,
"PFQ","Asia Pacific",2010-01-01,,
"PHL","Phillips Airlines",1960-01-01,2002-09-30,
"PH","Polynesian Airlines Ltd.",1981-07-01,,
"PHR","Pinehurst Airlines Inc.",1981-06-01,1986-12-31,
"PHX","Phoenix Airlines",1960-01-01,2002-09-30,
"PIA","Pacific Island Airways",1960-01-01,2002-09-30,
"PI","Piedmont Aviation Inc.",1960-01-01,1989-08-31,
"PIQ","Pacific International Airlines",1993-09-01,2001-08-31,
"PJQ","Private Jet Expeditions",1989-09-01,1993-04-30,
"PK","Pakistan International Airlines",1981-07-01,,
"PKQ","Skyworld Airlines Inc.",1985-10-01,1989-07-31,
"PL","Aero Peru",1981-07-01,2001-08-31,
"PLA","Planes Inc.",1960-01-01,2002-09-30,
"PLQ","Planet Airways",2000-01-01,2005-09-30,
"PLZ","Polar Airways Inc.",1960-01-01,2002-09-30,
"PMA","Pacific Missionary Aviation",1960-01-01,2002-09-30,
"PM","Pilgrim Aviation & Airlines",1985-04-01,1986-12-31,
"PM","Prescott Support Company, Inc.",2009-04-01,,
"PMT","Pilgrim Aviation & Airlines",1960-01-01,1985-03-31,
"PMT","Pilgrim Aviation & Airlines",1987-01-01,1988-06-30,
"PNA","Peninsula Airways Inc.",1960-01-01,2001-12-31,
"PNA","Peninsula Airways Inc.",2002-01-01,2006-03-31,
"PNM","Panama Aviation",1989-06-01,2002-09-30,
"PN","Pan American Airways Corp.",1999-10-01,2004-12-31,
"PNQ","Panagra Airways",1997-03-01,2000-10-31,
"PNR","Pioneer Airways",1960-01-01,2002-09-30,
"PNS","Pine State Airlines",1995-06-01,2002-09-30,
"POA","Potomac Air",2001-01-01,2002-09-30,
"POA","Potomac Air",2002-10-01,2003-06-30,
"POC","Pocono Airlines Inc.",1960-01-01,2002-09-30,
"POL","Polar International",1986-06-01,1989-12-31,
"POM","Pompano Airways",1960-01-01,2002-09-30,
"PON","Ponderosa Aviation Inc.",1960-01-01,2002-09-30,
"PO","Polar Air Cargo Airways",1994-10-01,2014-12-31,
"PO","Polar Air Cargo Airways",2015-01-01,,
"POQ","Polyot Airlines",2001-04-01,,
"PP","Jet Aviation Business Jets AG",2009-11-01,,
"PPQ","Propair",2004-01-01,,
"PRA","Princeton Aviation Corp",1960-01-01,2002-09-30,
"PRD","Paradise Island Airlines",1991-03-01,2002-09-30,
"PRH","Promech",1993-06-01,2001-12-31,
"PRH","Promech",2002-01-01,2003-03-31,
"PRM","Prime Air Inc.",1985-09-01,2002-09-30,
"PRN","Puerto Rico Intl Airlines",1960-01-01,1985-12-31,
"PRO","Sundance Airlines",1960-01-01,1986-12-31,
"PR","Philippine Airlines Inc.",1981-07-01,,
"PRP","Propheter Aviation",1986-09-01,2002-09-30,
"PRQ","Florida West Airlines Inc.",1987-01-01,1997-12-31,
"PRQ","Florida West Airlines Inc.",1998-01-01,2005-12-31,
"PRQ","Florida West Airlines Inc.",2006-01-01,2009-12-31,
"PRQ","Florida West Airlines Inc.",2010-01-01,2017-03-31,
"PRR","Pro Air Services",1960-01-01,2002-09-30,
"PRV","Aloha Island Air",1960-01-01,2002-09-30,
"PSA","P.S. Air Freight Inc.",1960-01-01,2002-10-31,
"PS","Pacific Southwest Airlines",1979-01-01,1988-04-30,
"PS","Ukraine International Airlines",2014-01-01,,
"PT","Capital Cargo International",2004-07-01,2012-12-31,
"PT","Piedmont Airlines",2015-04-01,2020-12-31,
"PT","Piedmont Airlines",2021-01-01,,
"PTQ","Flight International",1981-06-01,1985-09-30,
"PU","Primeras Lineas Uruguays For International",1990-07-01,1991-02-28,
"PUQ","Aeropuma",1990-01-01,1996-05-31,
"PVA","Precision Valley Aviation",1960-01-01,2002-09-30,
"PV","Eastern Provincial Airways",1981-07-01,1989-12-31,
"PW","Pacific Western Airlines",1981-07-01,1989-12-31,
"PY","Surinam Airways Limited",1981-07-01,,
"PZ","Lineas Aereas Paraguayas",1981-07-01,1995-12-31,
"Q2","Zambia Airways Corp.",1988-07-01,1991-02-28,
"Q4","Master Top Linhas Aereas, Ltda.",2007-02-01,2012-02-29,
"Q5","40-Mile Air",2003-04-01,,
"Q6","Vuela Aviacion, S.A.",2018-03-01,,
"Q7","SkyBahamas Airlines Ltd.",2012-01-01,,
"Q7","Sobelair",1997-01-01,2001-08-31,
"QB","Inter-Quebec (Intair)",1981-07-01,1989-12-31,
"QD","Grand Airways Inc.",1995-01-01,1995-12-31,
"QF","Qantas Airways Ltd.",1981-07-01,,
"QG","Sky West Aviation Inc.",1979-07-01,1984-12-31,
"QH","Air Florida Inc.",1979-01-01,1984-06-30,
"QK","Aeromaritime",1990-01-01,1991-03-31,
"QK","Air Canada Regional",2001-01-01,2010-12-31,
"QK","Air Nova",1991-04-01,2000-12-31,
"QK","Jazz Aviation LP",2011-01-01,,
"QN","Royal Air",1995-11-01,2001-04-30,
"QO","Aeromexpress",1995-06-01,,
"QOZ","Bar Harbor Airways",1960-01-01,2002-09-30,
"QQ","Reno Air Inc.",1992-07-01,1999-12-31,
"QR","Qatar Airways (Q.C.S.C)",2007-06-01,,
"QS","Northeastern International Airways",1982-03-01,1985-02-28,
"QS","Travel Service, a.s. d/b/a SmartWings",2009-04-01,,
"QT","Pacific Interstate Airlines",1984-12-01,1989-09-30,
"QTQ","Aer Turas Teoranta",1982-09-01,2003-06-30,
"QT","Transportes Aereos Mercantiles Panamericanos S.A",1990-02-01,,
"QWE","Qwest Commuter",1988-06-01,2002-09-30,
"QX","Horizon Air",1984-09-01,,
"QY","European Air Transport Leipzig GmbH",2019-03-01,,
"R0","Tantalus Air Ltd. d/b/a Harbour Air d/b/a Harbour Air Seaplanes",2018-07-01,,
"R2","Orenburg Airlines",2013-11-01,,
"R3","Air Company Yakutia",2012-07-01,,
"RAI","Trans States Airlines",1983-06-01,1991-03-31,
"RAL","Royal-Air Ltd.",1960-01-01,2002-09-30,
"RAN","Pan Am Express",1960-01-01,1991-12-31,
"RAQ","Arista International Airlines Inc.",1982-08-01,1984-03-31,
"RAY","Royale Airlines Inc.",1960-01-01,1984-02-29,
"RAY","Royale Airlines Inc.",1985-01-01,1990-12-31,
"RB","Syrian Arab Airlines",1981-07-01,1989-12-31,
"RCA","Mid-South Aviation Inc.",1960-01-01,1979-05-31,
"RC","P/F Atlantic Airways",2020-04-01,,
"RC","Republic Airlines Inc.",1979-07-01,1986-09-30,
"RD","Airlift International Inc.",1960-01-01,1985-12-31,
"RDR","Rader Aviation",1993-03-01,2002-09-30,
"RD","Ryan International Airlines",2003-04-01,2007-12-31,
"RD","Ryan International Airlines",2008-01-01,2009-12-31,
"RD","Ryan International Airlines",2010-01-01,2012-12-31,
"RDW","Redwing Airways",1991-03-01,2002-09-30,
"REA","Realwest Airlines",1960-01-01,2002-09-30,
"RED","Aerosun International Airlines Inc.",1960-01-01,2002-09-30,
"REP","Republic Airlines",2005-09-01,2005-12-31,
"REQ","Renown Aviation",1995-01-01,2000-06-30,
"RES","Resort Airlines Inc.",1984-03-01,2001-12-31,
"REX","Express Airlines Inc.",1985-09-01,2002-08-31,
"RGQ","Regency Air",2003-04-01,2005-12-31,
"RG","Varig S. A.",1981-07-01,,
"RHA","Royal Hawaiian Airways Inc.",1960-01-01,2002-09-30,
"RI","Airpac Inc.",1984-04-01,1986-06-30,
"RIA","Trump Air",1984-12-01,2002-09-30,
"RIC","Richardson Aviation",1960-01-01,2002-09-30,
"RID","Indiana Airways Inc. (Reid",1960-01-01,2002-09-30,
"RIO","Rio Airways Inc.",1960-01-01,2002-09-30,
"RIQ","Rich International Airways",1979-01-01,1997-11-30,
"RIV","Riverside Air Service",1960-01-01,2002-09-30,
"RJ","Alia-(The) Royal Jordanian",1981-07-01,,
"RJS","Michigan Airways Inc.",1960-01-01,2002-09-30,
"RK","Air Afrique",1981-07-01,2002-04-30,
"RL","Aerolineas Nicaraguenses",1990-07-01,1991-12-31,
"RL","Airline Of The Americas",1992-06-01,1993-09-30,
"RLQ","Reliant Airlines",1998-11-01,2000-12-31,
"RLQ","Reliant Airlines",2001-01-01,2003-12-31,
"RL","UltrAir",1993-10-01,1994-07-31,
"RMH","Rocky Mountain Helicopters",1991-10-01,2002-09-30,
"RMV","Ram Aviation",1993-03-01,1993-12-31,
"RNQ","Airtours International Airways",1993-11-01,2002-09-30,
"RNQ","Mytravel Airways",2002-10-01,2008-04-30,
"ROA","Royal West Airways Inc.",1981-12-01,1989-12-31,
"ROE","Roederer Aviation Inc.",1960-01-01,2002-09-30,
"ROQ","Aero Uruguay",1981-07-01,1989-12-31,
"ROS","Great Western Airlines Inc.",1981-06-01,1986-12-31,
"RO","Tarom Romanian Air Transpor",1981-07-01,,
"ROY","Royal American Airways Inc.",1960-01-01,2002-09-30,
"RP","Chautauqua Airlines Inc.",2004-08-01,2012-06-30,
"RP","Chautauqua Airlines Inc.",2012-07-01,2014-12-31,
"RRT","Air Freight Express",1981-06-01,1986-12-31,
"RSC","Resort Commuter",1985-12-01,2002-09-30,
"RSQ","Aerotransportes Entre Rios",1981-07-01,1989-12-31,
"RS","Sky Regional Airlines Inc.",2013-03-01,2017-09-30,
"RSV","Air-Serve",2000-10-01,2002-09-30,
"RSV","Air-Serve",2002-10-01,2002-12-31,
"RTQ","Aerotour Dominicano Cxa",1992-01-01,1997-09-30,
"RU","AirBridgeCargo Airlines Limited",2010-10-01,,
"RU","Britt Airways Inc.",1981-01-01,1987-06-30,
"RU","ExpressJet Airlines Inc.",1995-01-01,2003-12-31,
"RU","ExpressJet Airlines Inc.",2004-01-01,2006-06-30,
"RV","Air Canada rouge LP",2013-10-01,,
"RVA","Reeves Air",1986-03-01,2002-09-30,
"RVQ","Reeve Air Alaska, LLC",2013-09-01,2020-12-31,
"RV","Reeve Aleutian Airways Inc.",1960-01-01,2002-12-31,
"RWG","Air Rovers Inc.",1960-01-01,2002-09-30,
"RW","Republic Airlines",2006-01-01,2008-12-31,
"RW","Republic Airlines",2009-01-01,2009-09-30,
"RYA","Arctic Transportation",1983-06-01,2001-12-31,
"RYA","Arctic Transportation",2002-01-01,2003-03-31,
"RYQ","Ryan Aviation Corporation",1984-04-01,1986-06-30,
"RYQ","Ryan International Airlines",1992-01-01,1998-12-31,
"RYQ","Ryan International Airlines",1999-01-01,2003-03-31,
"RY","Redcoat Air Cargo Limited",1981-07-01,1989-12-31,
"RZZ","Aeromech Inc.",1960-01-01,1984-12-31,
"S3","Santa Barbara Airlines, C.A",2007-01-01,,
"S4","Sata Internacional",2003-10-01,,
"S5","Shuttle America Corp.",2005-07-01,2008-12-31,
"S5","Shuttle America Corp.",2009-01-01,2016-12-31,
"S6","Mountain Bird/Salmon Air",2006-01-01,2007-12-31,
"S6","Star Air A/S",2008-02-01,,
"SAC","Sundorph Aeronautical Corp.",1983-03-01,2002-09-30,
"SAH","Sea Air Shuttle",1990-06-01,2002-09-30,
"SAI","Seair Alaska Airlines Inc.",1960-01-01,1986-12-31,
"SAJ","Sajen Air Inc.",1960-01-01,2002-09-30,
"SAL","Sallee's Aviation",1985-09-01,2002-09-30,
"SAM","Samoan Airlines Inc.",1960-01-01,2002-09-30,
"SAQ","Southern Air Transport Inc.",1980-04-01,1993-09-30,
"SAQ","Southern Air Transport Inc.",1993-10-01,1998-09-30,
"SAS","Air Cortez International",1960-01-01,2002-09-30,
"SA","South African Airways",1981-07-01,,
"SAX","Air Americana",1960-01-01,2002-09-30,
"SBA","Saber Aviation Inc.",1960-01-01,2002-09-30,
"SBN","Suburban Airlines",1960-01-01,2002-09-30,
"SBQ","Skyjet S.A.",1994-06-01,2000-08-31,
"SCN","Scott Aviation",1990-03-01,2002-09-30,
"SCO","Seaco Airlines Inc.",1960-01-01,2002-09-30,
"SCT","Skyline Airlines",1960-01-01,2002-09-30,
"SCY","South Coast Airways",1960-01-01,2002-09-30,
"SDQ","St. Lucia Airways Limited",1984-10-01,1989-12-31,
"SEA","SkyWest Airlines Inc.",1960-01-01,2002-09-30,
"SEA","SkyWest Airlines Inc.",2002-10-01,2002-12-31,
"SEB","Seaborne Aviation",1996-03-01,2002-09-30,
"SEB","Seaborne Aviation",2002-10-01,2017-12-31,
"SEB","Seaborne Virgin Islands, Inc.",2018-01-01,,
"SE","Das Air Cargo",1990-12-01,1991-02-28,
"SEG","Seagull Air Service",1988-03-01,1990-12-31,
"SEM","Semo Aviation Inc.",1960-01-01,2002-09-30,
"SEP","Southern Express Airways",1985-06-01,2002-09-30,
"SEQ","Sky Service F.B.O.",1994-10-01,2007-04-30,
"SER","Service Aviation Inc.",1982-12-01,2002-09-30,
"SE","XL Airways France",2009-06-01,,
"SFI","Stahmannfarms Inc.",1960-01-01,2002-09-30,
"SFO","Sfo Helicopter Airlines Inc.",1960-01-01,2002-09-30,
"SFQ","Pacific International Airlines Inc.",1996-06-01,1996-07-31,
"SFQ","Southern Frontier Air Trans",1981-07-01,1989-12-31,
"SFQ","Sportsflight Airways Inc.",1994-04-01,1996-05-31,
"SFS","Sierra Flite Service Inc.",1960-01-01,2002-09-30,
"SG","Jetsgo",2002-12-01,2004-12-31,
"SHA","Shuttle America Corp.",1998-12-01,2002-09-30,
"SHA","Shuttle America Corp.",2002-10-01,2005-06-30,
"SH","Servicio Aereo De Honduras",1981-07-01,1993-09-30,
"SHS","Shasta Air Inc.",1960-01-01,2002-09-30,
"SHV","Shavano Air Inc.",1960-01-01,2002-09-30,
"SIA","Silver State Airlines",1960-01-01,2002-09-30,
"SI","Jet America Airlines Inc.",1981-12-01,1987-10-31,
"SIM","Simmons Airlines",1960-01-01,1991-09-30,
"SIQ","Premiair",1995-01-01,1999-12-31,
"SIQ","Scanair",1982-11-01,1994-12-31,
"SI","Sierra Pacific Airlines",1992-07-01,,
"SJA","San Juan Airlines Inc.",1960-01-01,2002-09-30,
"SJQ","Skycharter (Malton) Ltd.",1981-07-01,1989-12-31,
"SKB","Smokey Bay Air Inc.",2000-09-01,2001-12-31,
"SKB","Smokey Bay Air Inc.",2002-01-01,2003-03-31,
"SKG","Skagway Air Service",1988-06-01,2001-12-31,
"SKG","Skagway Air Service",2002-01-01,2003-03-31,
"SKI","Sunbird Inc.",1960-01-01,1996-12-31,
"SKJ","Sky-Jet",1993-09-01,2002-09-30,
"SKL","Bas Airlines",1960-01-01,2002-09-30,
"SKM","Scheduled Skyways",1960-01-01,2002-09-30,
"SK","Scandinavian Airlines Sys.",1981-07-01,,
"SKS","Silver Kris Services Ltd.",1984-03-01,2002-09-30,
"SKT","Skytrain",1981-09-01,2002-09-30,
"SKW","Skyway Airlines",1990-03-01,1994-01-31,
"SKW","Skyway Airlines",1994-02-01,2002-09-30,
"SKW","Skyway Airlines",2002-10-01,2003-06-30,
"SLA","Mountain Bird/Salmon Air",2001-10-01,2002-09-30,
"SLA","Mountain Bird/Salmon Air",2002-10-01,2005-12-31,
"SLO","Slocum Air Inc.",1981-12-01,2002-09-30,
"SLQ","Sky King Inc.",2002-11-01,2007-12-31,
"SLQ","Sky King Inc.",2008-01-01,2008-12-31,
"SLQ","Sky King Inc.",2009-01-01,2011-12-31,
"SLQ","Sky King Inc.",2012-01-01,2013-12-31,
"SLR","Salair",1993-09-01,2002-09-30,
"SLZ","Southeast Airlines Inc.",1960-01-01,1986-12-31,
"SMC","Stopher Mechanical Inc.",1960-01-01,2002-09-30,
"SMO","Samoa Aviation Inc.",1989-01-01,2002-09-30,
"SMO","Samoa Aviation Inc.",2002-10-01,2003-07-31,
"SMQ","Serv. Aerolineas Mexicanas",1993-06-01,1996-05-31,
"SM","Sunworld International Airlines",1996-07-01,2005-12-31,
"SNA","Aviation Associates",1983-09-01,1987-12-31,
"SNB","Ccair",1960-01-01,2002-09-30,
"SNB","Ccair",2002-10-01,2002-10-31,
"SN","Brussels Airlines N.V.",2012-06-01,,
"SNC","Gelco Courier Services Inc.",1960-01-01,2002-09-30,
"SNE","Shawnee Airlines",1960-01-01,2002-09-30,
"SNK","Spernak Airways Inc.",2000-07-01,2001-12-31,
"SNK","Spernak Airways Inc.",2002-01-01,,
"SN","Sabena Belgian World Air.",1981-07-01,2001-11-30,
"SNV","Sierra Nevada Airways",1991-10-01,2002-09-30,
"SOA","Mall Airways Inc.",1960-01-01,2002-09-30,
"SOE","Sky One Express",1992-06-01,2002-09-30,
"SOL","Soonair Lines Inc.",1960-01-01,2002-09-30,
"SOP","South Pacific Island Airway",1960-01-01,1981-06-30,
"SOP","South Pacific Island Airway",1987-10-01,1987-12-31,
"SO","Swiss World Airways",1998-09-01,1998-11-30,
"SPF","Springfield Air Service",1960-01-01,2002-09-30,
"SPG","Springdale Air",1988-03-01,2002-09-30,
"SPH","Spirit Helicopter",1983-06-01,2002-09-30,
"SPQ","Sun Pacific International",1996-03-01,1997-12-31,
"SPQ","Sun Pacific International",1998-01-01,2001-05-31,
"SPR","Sportsman Flying Service",1988-03-01,2002-09-30,
"SQ","Singapore Airlines Ltd.",1981-07-01,,
"SRA","Star Aviation",1990-12-01,2002-09-30,
"SRL","Sterling Air Service",1960-01-01,2002-09-30,
"SR","Swissair Transport Co. Ltd.",1988-07-01,2002-03-31,
"SSA","S. S. Airways Inc.",1981-06-01,1986-12-31,
"SS","Corsair",2010-06-01,2012-05-31,
"SS","Corsair International",2012-06-01,2020-03-31,
"SSP","Southern Seaplane",1960-01-01,2002-09-30,
"SSQ","Superior Airways Limited",1981-07-01,1989-12-31,
"SSS","Sierra Express Inc.",1960-01-01,2002-09-30,
"SST","Seaplane Shuttle Transport",1960-01-01,2002-09-30,
"STA","State Airlines Inc.",1981-12-01,2002-09-30,
"ST","Belize Airways Limited",1981-07-01,1989-12-31,
"STF","Trans East International",1960-01-01,2002-09-30,
"STG","Sedalia Marshall Boonvl Stg",1960-01-01,1990-12-31,
"STL","Westair Airlines Inc.",1960-01-01,1988-03-31,
"STQ","Skycraft Air Transport Inc.",1981-07-01,1989-12-31,
"STR","Star Aviation Corporation",1960-01-01,2002-09-30,
"STW","Stateswest Airlines",1986-09-01,1996-12-31,
"STZ","Air America Inc.",1960-01-01,1985-12-31,
"SU","Aeroflot Russian Airlines",1981-07-01,1991-12-31,
"SU","Aeroflot Russian Airlines",1992-01-01,,
"SUA","Sunshine Airlines",1995-06-01,2002-09-30,
"SUI","Sun International Airways",1960-01-01,2002-09-30,
"SUT","Sunbelt",1960-01-01,2002-09-30,
"SUX","Sunair Express LLC",2001-04-01,2002-09-30,
"SVA","Servant Air Inc.",1998-09-01,2001-12-31,
"SVA","Servant Air Inc.",2002-01-01,2003-06-30,
"SVL","Sun Valley Airlines",1960-01-01,2002-09-30,
"SV","Saudi Arabian Airlines Corp",1982-11-01,,
"SVW","Global Jet Luxembourg, Sa",2007-05-01,,
"SWA","Sunwest Airlines",1960-01-01,2002-09-30,
"SWT","Swift Aire Lines Inc.",1960-01-01,1985-12-31,
"SX","Aeroejecutivo S.A.",1997-03-01,2000-01-31,
"SXP","Sierra Expressway",1995-09-01,2002-09-30,
"SXQ","Serv De Trans Aereos Fuegui",1987-06-01,1995-09-30,
"SX","Skybus Airlines, Inc.",2007-05-01,2008-06-30,
"SYB","Skybus Express Airlines",1991-09-01,2002-09-30,
"SYM","Skymaster",1989-09-01,2002-09-30,
"SYQ","Sun Country Airlines",1983-01-01,1999-06-30,
"SY","Sun Country Airlines",1999-07-01,2002-12-31,
"SY","Sun Country Airlines",2003-01-01,2004-12-31,
"SY","Sun Country Airlines d/b/a MN Airlines",2005-01-01,,
"SZQ","Aerolineas El Salvador S A",1981-07-01,1993-11-30,
"T3","Tristar Airlines Inc.",1995-07-01,1997-01-31,
"T9","TransMeridian Airlines",1995-10-01,1997-12-31,
"T9","TransMeridian Airlines",1998-01-01,2005-09-30,
"TAC","Air Colorado",1960-01-01,2002-09-30,
"TAF","Tri Air Freight",1988-06-01,2002-09-30,
"TAL","Tejas Airlines Inc.",1960-01-01,2002-09-30,
"TAN","Tanana Air Service",1984-07-01,2001-12-31,
"TAN","Tanana Air Service",2002-01-01,2003-03-31,
"TAQ","Taquan Air Service",1988-06-01,1999-12-31,
"TAS","Yosemite Airlines Inc.",1960-01-01,2002-09-30,
"TA","Taca International Airlines",1981-07-01,,
"TAT","Talarik Creek Air Taxi",1985-01-01,1986-12-31,
"TBQ","Triair Bermuda Flt Operations",2003-09-01,,
"TB","Trump Shuttle",1989-07-01,1992-03-31,
"TB","TUI Airlines Belgium N.V. d/b/a Jetairfly",2011-10-01,,
"TB","USAir Shuttle",1992-04-01,2000-06-30,
"TCA","Trans Catalina Airlines",1960-01-01,2002-09-30,
"TCE","Oceanair Line",1960-01-01,2002-09-30,
"TCI","Trans California Airlines",1960-01-01,2002-09-30,
"TCL","Trans-Central Airlines Inc.",1960-01-01,2002-09-30,
"TCO","Trans-Colorado Airlines",1960-01-01,2002-09-30,
"TCQ","Express.Net Airlines",2001-01-01,2007-03-31,
"TCQ","Trans Continental Airlines",1994-08-01,1998-12-31,
"TCQ","Trans Continental Airlines",1999-01-01,2000-12-31,
"TDQ","Transcarga",1981-07-01,1989-12-31,
"TDQ","Venexcargo",1990-01-01,1994-12-31,
"TE","Air New Zealand",1981-07-01,1990-10-31,
"TEN","Tennessee Airways Inc.",1960-01-01,2002-09-30,
"TEQ","TAG Aviation (Malta) Ltd.",2019-02-01,,
"TEQ","Transp. Aereos Ejecutivos",1990-01-01,1993-06-30,
"TER","Terre Haute Air Commuter",1960-01-01,2002-09-30,
"TFQ","Trans International Airlines Inc.",1984-11-01,1989-04-30,
"TFZ","Tri-State Airlines Inc.",1983-12-01,2002-09-30,
"TGO","Trans Air Cargo Inc.",1981-09-01,2002-09-30,
"TGQ","Tranps Aereos Guatemaltecos",1992-12-01,1994-03-31,
"TG","Thai Airways International Ltd.",1981-07-01,,
"THA","Tropical Helicopter Airways",1987-10-01,2002-09-30,
"THO","Thorson Aviation",1960-01-01,2002-09-30,
"THQ","T-Bird Air Inc.",1981-08-01,1984-12-31,
"TH","Transmile Air Service",2005-08-01,,
"TIA","Trans Air Inc.",1960-01-01,2002-09-30,
"TIE","Trans International Express",1999-06-01,2002-09-30,
"TIQ","Tyrolean Jet Service",2005-12-01,,
"TIS","Skyfreight",1960-01-01,2002-09-30,
"TJ","Jet Charter Service Inc.",1982-07-01,1985-07-31,
"TKQ","Trans-Air-Link Corporation",1983-09-01,2004-10-31,
"TK","Turk Hava Yollari A.O.",1987-10-01,,
"TLQ","Trans-Mediterranean Airways",1981-07-01,1989-12-31,
"TMA","Trans Mo Airlines",1960-01-01,2002-09-30,
"TMQ","Transportes Aereos Mercantiles Panamericanos S.A",1981-07-01,1990-01-31,
"TN","Air Tahiti Nui",1998-11-01,,
"TNQ","Emery Worldwide Airlines",1990-01-01,2001-09-30,
"TNS","Transtate Aviation",1960-01-01,2002-09-30,
"TPQ","Aerial Transit Company",1984-08-01,1994-10-31,
"TP","Tap-Portuguese Airlines",1981-07-01,,
"TQA","Venture Travel LLC d/b/a Taquan Air Service",2000-10-01,2001-12-31,
"TQA","Venture Travel LLC d/b/a Taquan Air Service",2002-01-01,2003-03-31,
"TQQ","Taca Peru",2001-02-01,,
"TRA","Aeromexico Travel",2008-07-01,,
"TRI","Great Plains Airlines Inc.",1960-01-01,2002-09-30,
"TRI","Great Plains Airlines Inc.",2002-10-01,2003-10-31,
"TRO","Air Molakai",1981-12-01,2002-09-30,
"TRP","Trans Pennsylvania Airlines",1960-01-01,2002-09-30,
"TRQ","Blue Scandinavia Ab",1996-11-01,1997-07-31,
"TRQ","Transwede Airways Ab",1987-06-01,1996-10-31,
"TRR","Territorial Airlines",1990-12-01,2002-09-30,
"TR","Scoot Tigerair Pte Ltd d/b/a Scoot",2017-11-01,,
"TR","Transbrasil S.A.",1983-11-01,2001-10-31,
"TS","Air Transat",1991-09-01,,
